Rank,Player,Signed Age,Yrs,Value,AAV,Sign Bonus,Season,Position
33,Henry Ellenson,22,2,1987188,993594,0-,2018,C
34,Joakim Noah,33,1,1731173,1731173,0-,2018,C
35,Luke Kornet,22,1,1619260,1619260,0-,2018,C
36,Kevon Looney,22,1,1567007,1567007,0-,2018,C
36,Salah Mejri,32,1,1567007,1567007,0-,2018,C
38,Deyonta Davis,21,1,1512601,1512601,0-,2018,C
38,Chinanu Onuaku,21,1,1512601,1512601,0-,2018,C
40,Isaac Humphries,20,1,848363,848363,0-,2018,C
41,Amida Brimah,24,1,838464,838464,0-,2018,C
41,Brandon McCoy,20,1,838464,838464,0-,2018,C
41,Brandon McCoy,20,1,838464,838464,0-,2018,C
41,Marcus Lee,23,1,838464,838464,0-,2018,C
41,Isaac Haas,22,1,838464,838464,0-,2018,C
41,Doral Moore,21,1,838464,838464,0-,2018,C
41,Johnny Hamilton,24,1,838464,838464,0-,2018,C
41,Ismaila Kane,0,1,838464,838464,0-,2018,C
49,Enes Freedom,26,1,653556,653556,0-,2018,C
50,Salah Mejri,31,1,531189,531189,0-,2018,C
51,Pau Gasol,38,1,527467,527467,0-,2018,C
52,Andrew Bogut,34,1,486892,486892,0-,2018,C
53,Isaac Humphries,21,1,47371,47371,0-,2018,C
1,Anthony Towns,22,5,158253000,31650600,0-,2019,C
2,Kevin Love,29,4,120402172,30100543,0-,2019,C
3,Al Horford,33,4,109000000,27250000,0-,2019,C
4,Nikola Vucevic,28,4,100000000,25000000,0-,2019,C
5,Myles Turner,22,4,80000000,20000000,0-,2019,C
6,Brook Lopez,31,4,52000000,13000000,0-,2019,C
7,Jonas Valanciunas,27,3,45000000,15000000,0-,2019,C
8,Dewayne Dedmon,29,3,40000000,13333333,0-,2019,C
9,DeAndre Jordan,30,4,39960716,9990179,0-,2019,C
10,Thomas Bryant,21,3,25000000,8333333,0-,2019,C
11,Jaxson Hayes,19,4,22118492,5529623,0-,2019,C
12,Ivica Zubac,22,3,21000000,7000000,0-,2019,C
13,Nene Hilario,36,2,20000000,10000000,0-,2019,C
13,Taj Gibson,34,2,20000000,10000000,0-,2019,C
15,Kevon Looney,23,3,14464287,4821429,0-,2019,C
16,Goga Bitadze,19,4,13638019,3409505,0-,2019,C
17,Daniel Theis,27,2,10000000,5000000,0-,2019,C
18,Richaun Holmes,25,2,9772350,4886175,0-,2019,C
18,Enes Freedom,26,2,9772350,4886175,0-,2019,C
18,Robin Lopez,31,2,9772350,4886175,0-,2019,C
18,Ed Davis,30,2,9772350,4886175,0-,2019,C
22,JaVale McGee,31,2,8200000,4100000,0-,2019,C
23,Boban Marjanovic,30,2,7000000,3500000,0-,2019,C
24,Naz Reid,19,4,6129593,1532398,0-,2019,C
24,Daniel Gafford,20,4,6129593,1532398,0-,2019,C
26,Khem Birch,26,2,6000000,3000000,0-,2019,C
27,Vincent Poirier,25,2,5125000,2562500,0-,2019,C
28,Frank Kaminsky,26,1,4767000,4767000,0-,2019,C
29,Bruno Fernando,20,3,4700602,1566867,0-,2019,C
30,Luke Kornet,24,2,4500000,2250000,0-,2019,C
31,Willie Cauley,25,2,4463840,2231920,0-,2019,C
32,Mike Muscala,28,2,4311628,2155814,0-,2019,C
33,Nicolas Claxton,20,3,4198912,1399637,0-,2019,C
33,Dewan Hernandez,22,3,4198912,1399637,0-,2019,C
35,DeMarcus Cousins,28,1,3500000,3500000,0-,2019,C
36,Tyson Chandler,36,1,2564753,2564753,0-,2019,C
36,Pau Gasol,39,1,2564753,2564753,0-,2019,C
36,Dwight Howard,33,1,2564753,2564753,0-,2019,C
39,Tyler Zeller,29,1,2174318,2174318,0-,2019,C
40,Nerlens Noel,24,1,2028594,2028594,0-,2019,C
40,Kyle O,29,1,2028594,2028594,0-,2019,C
42,Jordan Bell,23,1,1620564,1620564,0-,2019,C
43,Isaac Humphries,21,1,1445697,1445697,0-,2019,C
43,Thomas Welsh,23,1,1445697,1445697,0-,2019,C
45,Chad Brown,23,1,898310,898310,0-,2019,C
45,Isaac Haas,24,1,898310,898310,0-,2019,C
45,Anzejs Pasecniks,23,1,898310,898310,0-,2019,C
45,John Bohannon,27,1,898310,898310,0-,2019,C
45,John Egbunu,24,1,898310,898310,0-,2019,C
45,Mark Ogden,25,1,898310,898310,0-,2019,C
45,Devontae Cacok,22,1,898310,898310,0-,2019,C
45,Simisola Shittu,19,1,898310,898310,0-,2019,C
45,Moses Brown,19,1,898310,898310,0-,2019,C
45,Marques Bolden,21,1,898310,898310,0-,2019,C
45,Christ Koumadje,23,1,898310,898310,0-,2019,C
45,Amida Brimah,25,1,898310,898310,0-,2019,C
45,Tacko Fall,23,1,898310,898310,0-,2019,C
45,Aric Holman,21,1,898310,898310,0-,2019,C
1,Anthony Davis,27,5,189903600,37980720,0-,2020,C
2,Christian Wood,25,3,41000000,13666667,0-,2020,C
3,James Wiseman,19,4,39619840,9904960,0-,2020,C
4,Dwight Powell,27,3,33240375,11080125,0-,2020,C
5,Derrick Favors,29,3,29162700,9720900,0-,2020,C
6,Onyeka Okongwu,19,4,26422143,6605536,0-,2020,C
7,Jakob Poeltl,25,3,26250000,8750000,0-,2020,C
8,Mason Plumlee,30,3,24662500,8220833,0-,2020,C
9,Serge Ibaka,31,2,18978900,9489450,0-,2020,C
9,Tristan Thompson,29,2,18978900,9489450,0-,2020,C
9,Montrezl Harrell,26,2,18978900,9489450,0-,2020,C
12,Isaiah Stewart,19,4,15098193,3774548,0-,2020,C
13,Aron Baynes,33,2,14350000,7175000,0-,2020,C
14,Udoka Azubuike,21,4,10151244,2537811,0-,2020,C
15,Meyers Leonard,28,1,9400000,9400000,0-,2020,C
16,Robin Lopez,32,1,7300000,7300000,0-,2020,C
17,Carey Jr,19,3,6581283,2193761,0-,2020,C
18,Xavier Tillman,21,4,6531283,1632821,0-,2020,C
19,Drew Eubanks,23,3,5294220,1764740,0-,2020,C
19,Chimezie Metu,23,3,5294220,1764740,0-,2020,C
21,Marc Gasol,35,2,5257744,2628872,0-,2020,C
22,Nerlens Noel,26,1,5000000,5000000,0-,2020,C
23,Nick Richards,23,3,4300602,1433534,0-,2020,C
24,Willie Cauley,26,1,4100000,4100000,0-,2020,C
25,Jahlil Okafor,24,2,4012890,2006445,0-,2020,C
26,Henry Ellenson,23,2,3714156,1857078,0-,2020,C
26,Damian Jones,25,2,3714156,1857078,0-,2020,C
28,Bismack Biyombo,28,1,3500000,3500000,0-,2020,C
29,Isaiah Hartenstein,22,2,3383360,1691680,0-,2020,C
30,Dwight Howard,33,1,2564753,2564753,0-,2020,C
31,Daniel Oturu,21,2,2416291,1208146,0-,2020,C
32,DeMarcus Cousins,30,1,2331593,2331593,0-,2020,C
33,Hassan Whiteside,31,1,2320044,2320044,0-,2020,C
34,Alex Len,27,1,2258000,2258000,0-,2020,C
35,Frank Kaminsky,27,1,1882867,1882867,0-,2020,C
36,Willy Hernangomez,26,1,1737145,1737145,0-,2020,C
36,Thon Maker,23,1,1737145,1737145,0-,2020,C
38,Harry Giles,22,1,1678854,1678854,0-,2020,C
38,Jordan Bell,25,1,1678854,1678854,0-,2020,C
38,Justin Patton,23,1,1678854,1678854,0-,2020,C
41,Ike Anigbogu,21,1,1620564,1620564,0-,2020,C
42,Dewan Hernandez,24,1,1445697,1445697,0-,2020,C
42,Marques Bolden,22,1,1445697,1445697,0-,2020,C
44,Amida Brimah,25,1,898310,898310,0-,2020,C
44,Simisola Shittu,19,1,898310,898310,0-,2020,C
44,Reggie Perry,20,1,898310,898310,0-,2020,C
44,Omer Yurtseven,22,1,898310,898310,0-,2020,C
44,Jon Teske,23,1,898310,898310,0-,2020,C
44,Romaro Gill,26,1,898310,898310,0-,2020,C
44,Kaleb Wesson,21,1,898310,898310,0-,2020,C
1,Rudy Gobert,28,5,205000002,41000000,0-,2021,C
2,Bam Adebayo,23,5,163000300,32600060,0-,2021,C
3,Jarrett Allen,23,5,100000000,20000000,0-,2021,C
4,Richaun Holmes,27,4,46522560,11630640,0-,2021,C
5,Daniel Theis,29,4,35605510,8901378,0-,2021,C
6,Steven Adams,27,2,35000000,17500000,0-,2021,C
7,Nerlens Noel,27,3,27720000,9240000,0-,2021,C
8,Zach Collins,23,3,22050000,7350000,0-,2021,C
9,Khem Birch,28,3,20002500,6667500,0-,2021,C
10,Alperen Sengun,19,4,15550974,3887744,0-,2021,C
11,Ron Sharpe,19,4,10317802,2579451,0-,2021,C
12,Santi Aldama,20,4,10243371,2560843,0-,2021,C
13,Taj Gibson,35,2,10100000,5050000,0-,2021,C
14,Alex Len,28,2,7650600,3825300,0-,2021,C
15,Willy Hernangomez,27,3,7330743,2443581,0-,2021,C
16,Boban Marjanovic,30,2,7000000,3500000,0-,2021,C
16,Mike Muscala,30,2,7000000,3500000,0-,2021,C
18,Robin Lopez,33,1,5000000,5000000,0-,2021,C
18,JaVale McGee,33,1,5000000,5000000,0-,2021,C
20,Charles Bassey,20,3,4324872,1441624,0-,2021,C
20,Marko Simonovic,21,3,4324872,1441624,0-,2021,C
22,Gorgui Dieng,31,1,4000000,4000000,0-,2021,C
23,Tony Bradley,23,2,3825574,1912787,0-,2021,C
24,Moritz Wagner,24,2,3607937,1803969,0-,2021,C
25,Omer Yurtseven,23,2,3241703,1620852,0-,2021,C
26,DeAndre Jordan,33,1,2641691,2641691,0-,2021,C
26,Ed Davis,32,1,2641691,2641691,0-,2021,C
26,Dwight Howard,35,1,2641691,2641691,0-,2021,C
26,Blake Griffin,32,1,2641691,2641691,0-,2021,C
26,Enes Freedom,29,1,2641691,2641691,0-,2021,C
31,Jock Landale,25,2,2488776,1244388,0-,2021,C
31,Luka Garza,22,2,2488776,1244388,0-,2021,C
33,Andre Drummond,27,1,2401537,2401537,0-,2021,C
33,Hassan Whiteside,32,1,2401537,2401537,0-,2021,C
35,Dewayne Dedmon,31,1,2389641,2389641,0-,2021,C
35,Cody Zeller,28,1,2389641,2389641,0-,2021,C
37,Frank Kaminsky,28,1,2089448,2089448,0-,2021,C
37,Jahlil Okafor,25,1,2089448,2089448,0-,2021,C
39,Luke Kornet,26,1,1789256,1789256,0-,2021,C
39,Jordan Bell,26,1,1789256,1789256,0-,2021,C
39,Harry Giles,23,1,1789256,1789256,0-,2021,C
42,Isaiah Hartenstein,23,1,1729217,1729217,0-,2021,C
43,Devontae Cacok,24,1,1669178,1669178,0-,2021,C
43,Tacko Fall,25,1,1669178,1669178,0-,2021,C
43,Marques Bolden,23,1,1669178,1669178,0-,2021,C
46,Reggie Perry,21,1,1489065,1489065,0-,2021,C
46,Daniel Oturu,22,1,1489065,1489065,0-,2021,C
48,Jay Huff,22,1,925258,925258,0-,2021,C
48,Micah Potter,23,1,925258,925258,0-,2021,C
48,Olivier Sarr,22,1,925258,925258,0-,2021,C
48,Derek Culver,23,1,925258,925258,0-,2021,C
48,Johnny Hamilton,27,1,925258,925258,0-,2021,C
48,Banks III,23,1,925258,925258,0-,2021,C
48,Jeremiah Tilmon,22,1,925258,925258,0-,2021,C
48,Aric Holman,24,1,925258,925258,0-,2021,C
48,Jaime Echenique,24,1,925258,925258,0-,2021,C
48,Jon Teske,24,1,925258,925258,0-,2021,C
1,Deandre Ayton,23,4,132929128,33232282,0-,2022,C
2,Jusuf Nurkic,27,4,70000000,17500000,0-,2022,C
3,Mitchell Robinson,24,4,60000000,15000000,0-,2022,C
4,Carter Jr,22,4,50000000,12500000,0-,2022,C
5,Williams III,23,4,48000000,12000000,0-,2022,C
6,Chet Holmgren,20,4,44889248,11222312,0-,2022,C
7,Ivica Zubac,25,3,32800000,10933333,0-,2022,C
8,Jonas Valanciunas,29,2,30135000,15067500,0-,2022,C
9,Kevon Looney,26,3,22500000,7500000,0-,2022,C
10,Mohamed Bamba,24,2,20600000,10300000,0-,2022,C
11,Jalen Duren,18,4,19474944,4868736,0-,2022,C
12,Mark Williams,20,4,18001011,4500253,0-,2022,C
13,Nicolas Claxton,23,2,17250000,8625000,0-,2022,C
14,JaVale McGee,34,3,17202840,5734280,0-,2022,C
15,Isaiah Hartenstein,24,2,16000000,8000000,0-,2022,C
16,Walker Kessler,20,4,13372418,3343105,0-,2022,C
17,Bruno Fernando,24,4,10869564,2717391,0-,2022,C
18,Dewayne Dedmon,32,2,9024000,4512000,0-,2022,C
19,Jaylin Williams,20,4,8207398,2051850,0-,2022,C
20,Mike Muscala,30,2,7000000,3500000,0-,2022,C
21,Andre Drummond,28,2,6560000,3280000,0-,2022,C
22,Jericho Sims,23,3,5658206,1886069,0-,2022,C
23,Christian Koloko,22,3,5239563,1746521,0-,2022,C
24,Montrezl Harrell,28,2,5223516,2611758,0-,2022,C
25,Damian Jones,27,2,4885050,2442525,0-,2022,C
26,Luke Kornet,26,2,4546582,2273291,0-,2022,C
27,Robin Lopez,33,1,2905865,2905865,0-,2022,C
28,Blake Griffin,33,1,2905851,2905851,0-,2022,C
28,DeAndre Jordan,33,1,2905851,2905851,0-,2022,C
28,Serge Ibaka,32,1,2905851,2905851,0-,2022,C
28,Taj Gibson,37,1,2905851,2905851,0-,2022,C
28,Bismack Biyombo,29,1,2905851,2905851,0-,2022,C
33,Cody Zeller,29,1,2641682,2641682,0-,2022,C
33,Gorgui Dieng,32,1,2641682,2641682,0-,2022,C
35,Willie Cauley,29,1,2463490,2463490,0-,2022,C
35,Frank Kaminsky,29,1,2463490,2463490,0-,2022,C
37,Thomas Bryant,24,1,2133278,2133278,0-,2022,C
38,Drew Eubanks,25,1,1968175,1968175,0-,2022,C
39,Devontae Cacok,25,1,1902133,1902133,0-,2022,C
39,Devontae Cacok,25,1,1902133,1902133,0-,2022,C
39,Moses Brown,22,1,1902133,1902133,0-,2022,C
39,Bruno Fernando,23,1,1902133,1902133,0-,2022,C
43,Marques Bolden,24,1,1836090,1836090,0-,2022,C
43,Reggie Perry,22,1,1836090,1836090,0-,2022,C
45,Micah Potter,24,1,1637966,1637966,0-,2022,C
45,Olivier Sarr,23,1,1637966,1637966,0-,2022,C
45,Jay Huff,23,1,1637966,1637966,0-,2022,C
45,Luka Garza,23,1,1637966,1637966,0-,2022,C
45,Stephen Zimmerman,26,1,1637966,1637966,0-,2022,C
50,Simisola Shittu,22,1,1017781,1017781,0-,2022,C
50,Jaime Echenique,25,1,1017781,1017781,0-,2022,C
50,Orlando Robinson,21,1,1017781,1017781,0-,2022,C
50,Trevion Williams,21,1,1017781,1017781,0-,2022,C
50,Makur Maker,21,1,1017781,1017781,0-,2022,C
50,Ibou Badji,19,1,1017781,1017781,0-,2022,C
50,Garrison Brooks,23,1,1017781,1017781,0-,2022,C
50,Butler Jr,19,1,1017781,1017781,0-,2022,C
1,Nikola Jokic,27,5,276122630,55224526,0-,2023,C
2,Joel Embiid,27,4,213280928,53320232,0-,2023,C
3,Jakob Poeltl,27,4,78000000,19500000,0-,2023,C
4,Nikola Vucevic,32,3,60000000,20000000,0-,2023,C
5,Victor Wembanyama,19,4,55174766,13793692,0-,2023,C
6,Brook Lopez,35,2,48000000,24000000,0-,2023,C
7,Clint Capela,27,2,45881280,22940640,0-,2023,C
8,Naz Reid,23,3,41959296,13986432,0-,2023,C
9,Myles Turner,26,2,40903500,20451750,0-,2023,C
10,Daniel Gafford,23,3,40182480,13394160,0-,2023,C
11,Jock Landale,27,4,32000000,8000000,0-,2023,C
12,Steven Adams,29,2,25200000,12600000,0-,2023,C
13,Paul Reed,24,3,23555150,7851717,0-,2023,C
14,Lively II,19,4,22282691,5570673,0-,2023,C
15,Al Horford,36,2,19500000,9750000,0-,2023,C
16,Moritz Wagner,26,2,16000000,8000000,0-,2023,C
17,Nick Richards,25,3,15000000,5000000,0-,2023,C
18,Dwight Powell,31,3,12000000,4000000,0-,2023,C
19,Kevin Love,34,2,7863263,3931632,0-,2023,C
20,Christian Wood,27,2,5745889,2872945,0-,2023,C
21,Omer Yurtseven,25,2,5460000,2730000,0-,2023,C
22,Thomas Bryant,25,2,5373575,2686788,0-,2023,C
23,Drew Eubanks,26,2,5001258,2500629,0-,2023,C
24,Bismack Biyombo,31,1,5000000,5000000,0-,2023,C
24,Mason Plumlee,33,1,5000000,5000000,0-,2023,C
26,Jaxson Hayes,23,2,4628946,2314473,0-,2023,C
27,Neemias Queta,24,2,4216676,2108338,0-,2023,C
28,Orlando Robinson,22,2,3922462,1961231,0-,2023,C
29,Derrick Favors,32,1,3196448,3196448,0-,2023,C
29,Taj Gibson,38,1,3196448,3196448,0-,2023,C
29,Tristan Thompson,32,1,3196448,3196448,0-,2023,C
29,JaVale McGee,35,1,3196448,3196448,0-,2023,C
29,DeAndre Jordan,34,1,3196448,3196448,0-,2023,C
29,Alex Len,30,1,3196448,3196448,0-,2023,C
29,Robin Lopez,35,1,3196448,3196448,0-,2023,C
29,Cody Zeller,30,1,3196448,3196448,0-,2023,C
29,Nerlens Noel,29,1,3196448,3196448,0-,2023,C
38,Montrezl Harrell,29,1,2891467,2891467,0-,2023,C
38,Boban Marjanovic,35,1,2891467,2891467,0-,2023,C
40,Tony Bradley,25,1,2528233,2528233,0-,2023,C
41,Chimezie Metu,26,1,2346614,2346614,0-,2023,C
41,Mohamed Bamba,25,1,2346614,2346614,0-,2023,C
41,Jordan Bell,28,1,2346614,2346614,0-,2023,C
44,Moses Brown,23,1,2165000,2165000,0-,2023,C
44,Harry Giles,25,1,2165000,2165000,0-,2023,C
46,Marques Bolden,25,1,2019706,2019706,0-,2023,C
46,Sandro Mamukelashvili,24,1,2019706,2019706,0-,2023,C
48,Amida Brimah,29,1,1801769,1801769,0-,2023,C
49,Chance Comanche,27,1,1119563,1119563,0-,2023,C
49,Banks III,25,1,1119563,1119563,0-,2023,C
49,Jake Stephens,23,1,1119563,1119563,0-,2023,C
49,Patrick Gardner,24,1,1119563,1119563,0-,2023,C
49,Kylor Kelley,26,1,1119563,1119563,0-,2023,C
49,Duop Reath,27,1,1119563,1119563,0-,2023,C
49,Makur Maker,22,1,1119563,1119563,0-,2023,C
49,Liam Robbins,24,1,1119563,1119563,0-,2023,C
49,Jayce Johnson,26,1,1119563,1119563,0-,2023,C
49,Nick Ongenda,22,1,1119563,1119563,0-,2023,C
49,Brandon McCoy,25,1,1119563,1119563,0-,2023,C
49,Dmytro Skapintsev,25,1,1119563,1119563,0-,2023,C
1,Chris Bosh,25,6,109837500,18306250,0-,2010,PF
1,LeBron James,25,6,109837500,18306250,0-,2010,PF
3,e Stoudemire,27,5,99743996,19948799,0-,2010,PF
4,Rudy Gay,23,5,82302690,16460538,0-,2010,PF
5,Dirk Nowitzki,31,4,80000000,20000000,0-,2010,PF
6,David Lee,27,6,79537680,13256280,0-,2010,PF
7,Carlos Boozer,28,5,75000000,15000000,0-,2010,PF
8,LaMarcus Aldridge,24,5,65000000,13000000,0-,2010,PF
9,Luis Scola,29,5,47041037,9408207,0-,2010,PF
10,Tyrus Thomas,23,5,40000000,8000000,0-,2010,PF
10,Tim Duncan,31,2,40000000,20000000,0-,2010,PF
12,Al Harrington,30,5,33437000,6687400,0-,2010,PF
13,Drew Gooden,28,5,32048400,6409680,0-,2010,PF
14,Channing Frye,27,5,30000000,6000000,0-,2010,PF
15,Udonis Haslem,30,5,20300000,4060000,0-,2010,PF
16,Hakim Warrick,27,4,18000000,4500000,0-,2010,PF
17,Tiago Splitter,25,3,11016000,3672000,0-,2010,PF
18,Darko Milicic,24,2,9011500,4505750,0-,2010,PF
19,Patrick Patterson,20,4,8985301,2246325,0-,2010,PF
20,Farouq Aminu,19,3,8266680,2755560,0-,2010,PF
21,Kevin Seraphin,20,4,7802194,1950549,0-,2010,PF
22,Trevor Booker,22,4,6271580,1567895,0-,2010,PF
23,Quentin Richardson,29,2,4711200,2355600,0-,2010,PF
24,Louis Amundson,27,2,4628000,2314000,0-,2010,PF
25,Anthony Tolliver,25,2,4250000,2125000,0-,2010,PF
26,Lazar Hayward,23,3,3292560,1097520,0-,2010,PF
27,Craig Brackins,0,2,2711880,1355940,0-,2010,PF
28,Brian Cook,29,2,2500000,1250000,0-,2010,PF
29,Craig Smith,-,1,2300000,2300000,0-,2010,PF
30,Renaldo Balkman,25,1,1675000,1675000,0-,2010,PF
31,Joe Smith,-,1,1352181,1352181,0-,2010,PF
31,Juwan Howard,36,1,1352181,1352181,0-,2010,PF
31,Brian Cardinal,-,1,1352181,1352181,0-,2010,PF
31,Tony Battie,0,1,1352181,1352181,0-,2010,PF
31,Kurt Thomas,37,1,1352181,1352181,0-,2010,PF
36,Brian Scalabrine,31,1,1229255,1229255,0-,2010,PF
37,Luke Harangody,21,2,1226476,613238,0-,2010,PF
38,Earl Barron,28,1,1118620,1118620,0-,2010,PF
39,Josh Powell,26,1,1100000,1100000,0-,2010,PF
40,Cartier Martin,25,1,854389,854389,0-,2010,PF
41,Taylor Griffin,23,1,768342,768342,0-,2010,PF
42,Ike Diogu,26,1,608772,608772,0-,2010,PF
43,Rodney Carney,25,1,345988,345988,0-,2010,PF
44,Al Thornton,-,1,295040,295040,0-,2010,PF
45,Rodney Carney,25,1,274756,274756,0-,2010,PF
46,Larry Owens,-,1,55718,55718,0-,2010,PF
47,Chris Johnson,24,1,31573,31573,0-,2010,PF
1,Zach Randolph,29,4,66000000,16500000,0-,2011,PF
2,Thaddeus Young,22,5,43000000,8600000,0-,2011,PF
3,Glen Davis,25,4,25700000,6425000,0-,2011,PF
4,Chuck Hayes,28,4,22417500,5604375,0-,2011,PF
5,David West,31,2,20000000,10000000,0-,2011,PF
6,Mbah a,25,4,18765152,4691288,"$1,705,923",2011,PF
7,Jonas Jerebko,24,4,18000000,4500000,0-,2011,PF
8,Derrick Williams,19,3,14429520,4809840,0-,2011,PF
9,Nick Collison,30,4,11030000,2757500,"$6,500,000",2011,PF
10,Markieff Morris,21,4,9005799,2251450,0-,2011,PF
11,Carl Landry,28,1,9000000,9000000,0-,2011,PF
11,Jeff Green,25,1,9000000,9000000,0-,2011,PF
13,Kris Humphries,26,1,8000000,8000000,0-,2011,PF
14,Jason Smith,25,3,7500000,2500000,0-,2011,PF
15,Tobias Harris,19,4,6826594,1706649,0-,2011,PF
16,Dante Cunningham,23,3,6270000,2090000,0-,2011,PF
17,Kenneth Faried,21,4,6183368,1545842,0-,2011,PF
18,Josh McRoberts,24,2,6135000,3067500,0-,2011,PF
19,Gustavo Ayon,25,3,4500000,1500000,"$67,500",2011,PF
20,Spencer Hawes,23,1,4051023,4051023,0-,2011,PF
21,Chris Wilcox,28,1,3000000,3000000,0-,2011,PF
21,Jeff Ayres,24,2,3000000,1500000,0-,2011,PF
23,Kurt Thomas,39,2,2704362,1352181,0-,2011,PF
24,Kenyon Martin,34,1,2500000,2500000,0-,2011,PF
25,Jeremy Tyler,20,3,2296488,765496,0-,2011,PF
26,Trey Thompkins,21,3,2120092,706697,0-,2011,PF
27,Brandan Wright,24,2,1908532,954266,0-,2011,PF
28,Sean Williams,24,2,1800972,900486,0-,2011,PF
29,DaJuan Summers,23,2,1739509,869755,0-,2011,PF
30,Brian Cardinal,0,1,1400000,1400000,0-,2011,PF
31,Brian Scalabrine,32,1,1352181,1352181,0-,2011,PF
31,Juwan Howard,37,1,1352181,1352181,0-,2011,PF
31,Troy Murphy,32,1,1352181,1352181,0-,2011,PF
31,Tony Battie,0,1,1352181,1352181,0-,2011,PF
35,Jon Leuer,22,2,1235799,617900,0-,2011,PF
36,Jared Jeffries,30,1,1229255,1229255,0-,2011,PF
36,Reggie Evans,31,1,1229255,1229255,0-,2011,PF
38,Jamorio Moon,30,2,1069962,534981,0-,2011,PF
39,JaJuan Johnson,21,1,1042320,1042320,0-,2011,PF
40,Solomon Jones,26,1,992680,992680,0-,2011,PF
40,Ike Diogu,28,1,992680,992680,0-,2011,PF
40,Craig Smith,0,1,992680,992680,0-,2011,PF
43,Larry Owens,-,1,963872,963872,0-,2011,PF
44,Sean Williams,24,2,956069,478035,0-,2011,PF
45,Josh Davis,0,1,854389,854389,0-,2011,PF
46,Yi Jianlian,23,1,771706,771706,0-,2011,PF
47,Larry Owens,-,1,762195,762195,0-,2011,PF
48,Jordan Williams,-,1,473604,473604,0-,2011,PF
48,Josh Harrellson,21,1,473604,473604,0-,2011,PF
48,LaVoy Allen,22,1,473604,473604,0-,2011,PF
48,Mickell Gladness,25,1,473604,473604,0-,2011,PF
48,Ivan Johnson,27,1,473604,473604,0-,2011,PF
53,Malcolm Thomas,23,1,387494,387494,0-,2011,PF
54,Mikki Moore,-,1,119952,119952,0-,2011,PF
55,Mickell Gladness,24,1,99304,99304,0-,2011,PF
56,Diamon Simpson,23,1,57291,57291,0-,2011,PF
1,Carmelo Anthony,27,3,64166861,21388954,0-,2012,PF
2,Danilo Gallinari,23,4,42000000,10500000,0-,2012,PF
3,Ersan Ilyasova,25,5,40000000,8000000,0-,2012,PF
4,Kevin Garnett,36,3,36000000,12000000,0-,2012,PF
5,Jeff Green,25,4,35200000,8800000,0-,2012,PF
6,Ryan Anderson,24,4,34000000,8500000,0-,2012,PF
7,Tim Duncan,36,3,30361446,10120482,0-,2012,PF
8,Jason Thompson,25,5,30187500,6037500,0-,2012,PF
9,Kris Humphries,27,2,24000000,12000000,0-,2012,PF
10,Brandon Bass,27,3,19350000,6450000,0-,2012,PF
11,Luis Scola,31,3,13525513,4508504,0-,2012,PF
12,Spencer Hawes,24,2,13100000,6550000,0-,2012,PF
13,John Henson,21,4,12733181,3183295,0-,2012,PF
14,Thomas Robinson,20,3,10579440,3526480,0-,2012,PF
15,Mirza Teletovic,26,3,9687150,3229050,0-,2012,PF
16,Darrell Arthur,24,2,9675000,4837500,0-,2012,PF
17,Joel Freeland,25,3,8925000,2975000,"$1,338,000",2012,PF
18,Harrison Barnes,19,4,8771880,2192970,0-,2012,PF
19,Marreese Speights,24,2,8715000,4357500,0-,2012,PF
20,Carl Landry,28,2,8000000,4000000,0-,2012,PF
21,Terrence Jones,19,4,7145049,1786262,0-,2012,PF
22,Andrew Nicholson,22,4,6826593,1706648,0-,2012,PF
23,Donatas Motiejunas,21,4,6556245,1639061,0-,2012,PF
24,Jared Sullinger,19,4,6366420,1591605,0-,2012,PF
25,LaVoy Allen,23,2,6060000,3030000,0-,2012,PF
26,Anthony Randolph,23,3,5250000,1750000,0-,2012,PF
27,Reggie Evans,32,3,5086905,1695635,0-,2012,PF
28,Jared Jeffries,30,3,4624458,1541486,0-,2012,PF
29,J Hickson,23,1,4000000,4000000,0-,2012,PF
30,Royce White,21,2,3364920,1682460,0-,2012,PF
31,Arnett Moultrie,21,3,3267720,1089240,0-,2012,PF
32,Rashard Lewis,32,2,2751688,1375844,0-,2012,PF
33,Draymond Green,22,3,2640743,880248,0-,2012,PF
34,Quincy Acy,21,3,2369115,789705,0-,2012,PF
35,Kevin Jones,23,3,2177719,725906,0-,2012,PF
36,Elton Brand,32,1,2100500,2100500,0-,2012,PF
37,Power Forward,27,2,1646488,823244,0-,2012,PF
38,Chris Wilcox,29,1,1352181,1352181,0-,2012,PF
38,Antawn Jamison,36,1,1352181,1352181,0-,2012,PF
40,Troy Murphy,31,1,1336273,1336273,0-,2012,PF
41,Shavlik Randolph,29,2,1270442,635221,0-,2012,PF
42,Chris Johnson,27,2,1262880,631440,0-,2012,PF
43,Mike Scott,24,2,1262476,631238,0-,2012,PF
44,Brian Cook,31,1,1229255,1229255,0-,2012,PF
44,Darko Milicic,27,1,1229255,1229255,0-,2012,PF
46,Solomon Jones,28,2,1217915,608958,0-,2012,PF
47,Power Forward,26,2,1183658,591829,0-,2012,PF
48,Kevin Jones,23,2,1178899,589450,0-,2012,PF
49,Ike Diogu,29,1,1146337,1146337,0-,2012,PF
50,Solomon Jones,28,1,1069509,1069509,0-,2012,PF
50,Josh Powell,29,1,1069509,1069509,0-,2012,PF
50,Louis Amundson,29,1,1069509,1069509,0-,2012,PF
